ID;Description
GO:0016126;sterol biosynthetic process
GO:0048072;compound eye pigmentation
GO:2001233;regulation of apoptotic signaling pathway
GO:0035011;melanotic encapsulation of foreign target
GO:0006383;transcription by RNA polymerase III
GO:0017004;cytochrome complex assembly
GO:0034599;cellular response to oxidative stress
GO:0050802;circadian sleep/wake cycle, sleep
GO:0007034;vacuolar transport
GO:0008344;adult locomotory behavior
GO:0098542;defense response to other organism
GO:0006470;protein dephosphorylation
GO:0090407;organophosphate biosynthetic process
GO:0070372;regulation of ERK1 and ERK2 cascade
GO:0006936;muscle contraction
GO:0006469;negative regulation of protein kinase activity
GO:0051091;positive regulation of DNA-binding transcription factor activity
GO:0055067;monovalent inorganic cation homeostasis
GO:0007279;pole cell formation
GO:0043966;histone H3 acetylation
GO:0006638;neutral lipid metabolic process
GO:0006639;acylglycerol metabolic process
GO:0022410;circadian sleep/wake cycle process
GO:0018108;peptidyl-tyrosine phosphorylation
GO:0045815;positive regulation of gene expression, epigenetic
GO:0000079;regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0006446;regulation of translational initiation
GO:0007110;meiosis I cytokinesis
GO:1904029;regulation of cyclin-dependent protein kinase activity
GO:0010035;response to inorganic substance
GO:0043281;regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0046785;microtubule polymerization
GO:0051260;protein homooligomerization
GO:0007631;feeding behavior
GO:0006310;DNA recombination
GO:0032509;endosome transport via multivesicular body sorting pathway
GO:0034637;cellular carbohydrate biosynthetic process
GO:0071985;multivesicular body sorting pathway
GO:0099173;postsynapse organization
GO:0007605;sensory perception of sound
GO:0072507;divalent inorganic cation homeostasis
GO:2000116;regulation of cysteine-type endopeptidase activity
GO:0034605;cellular response to heat
GO:0051051;negative regulation of transport
GO:0040018;positive regulation of multicellular organism growth
GO:2001056;positive regulation of cysteine-type endopeptidase activity
GO:0007266;Rho protein signal transduction
GO:0008015;blood circulation
GO:0010528;regulation of transposition
GO:0033046;negative regulation of sister chromatid segregation
GO:0050919;negative chemotaxis
GO:0009060;aerobic respiration
GO:1990542;mitochondrial transmembrane transport
GO:1901617;organic hydroxy compound biosynthetic process
GO:0005976;polysaccharide metabolic process
GO:0044264;cellular polysaccharide metabolic process
GO:0006414;translational elongation
GO:0031589;cell-substrate adhesion
GO:0007338;single fertilization
GO:0009566;fertilization
GO:0042745;circadian sleep/wake cycle
GO:0070588;calcium ion transmembrane transport
GO:0006839;mitochondrial transport
GO:0043280;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0016999;antibiotic metabolic process
GO:0007127;meiosis I
GO:0000460;maturation of 5.8S rRNA
GO:0009914;hormone transport
GO:0035601;protein deacylation
GO:0042753;positive regulation of circadian rhythm
GO:0044818;mitotic G2/M transition checkpoint
GO:0050688;regulation of defense response to virus
GO:0072665;protein localization to vacuole
GO:1901264;carbohydrate derivative transport
GO:0019752;carboxylic acid metabolic process
GO:0009410;response to xenobiotic stimulus
GO:0072350;tricarboxylic acid metabolic process
GO:0006289;nucleotide-excision repair
GO:1903706;regulation of hemopoiesis
GO:0006323;DNA packaging
GO:0002225;positive regulation of antimicrobial peptide production
GO:0002699;positive regulation of immune effector process
GO:0002702;positive regulation of production of molecular mediator of immune response
GO:0002760;positive regulation of antimicrobial humoral response
GO:0002922;positive regulation of humoral immune response
GO:0032196;transposition
GO:0045433;male courtship behavior, veined wing generated song production
GO:0050806;positive regulation of synaptic transmission
GO:0051985;negative regulation of chromosome segregation
GO:0048069;eye pigmentation
GO:0090305;nucleic acid phosphodiester bond hydrolysis
GO:0052547;regulation of peptidase activity
GO:0006733;oxidoreduction coenzyme metabolic process
GO:0072503;cellular divalent inorganic cation homeostasis
GO:0019748;secondary metabolic process
GO:0006101;citrate metabolic process
GO:0006406;mRNA export from nucleus
GO:0071427;mRNA-containing ribonucleoprotein complex export from nucleus
GO:0018991;oviposition
GO:0044719;regulation of imaginal disc-derived wing size
GO:0060966;regulation of gene silencing by RNA
GO:0070252;actin-mediated cell contraction
GO:0033108;mitochondrial respiratory chain complex assembly
GO:0010950;positive regulation of endopeptidase activity
GO:0070328;triglyceride homeostasis
GO:0098742;cell-cell adhesion via plasma-membrane adhesion molecules
GO:0010038;response to metal ion
GO:0052548;regulation of endopeptidase activity
GO:0090329;regulation of DNA-dependent DNA replication
GO:0098732;macromolecule deacylation
GO:0006641;triglyceride metabolic process
GO:0045187;regulation of circadian sleep/wake cycle, sleep
GO:0010972;negative regulation of G2/M transition of mitotic cell cycle
GO:0015985;energy coupled proton transport, down electrochemical gradient
GO:0015986;ATP synthesis coupled proton transport
GO:0016545;male courtship behavior, veined wing vibration
GO:1902750;negative regulation of cell cycle G2/M phase transition
GO:0017144;drug metabolic process
GO:0045471;response to ethanol
GO:0042335;cuticle development
GO:0050832;defense response to fungus
GO:0002807;positive regulation of antimicrobial peptide biosynthetic process
GO:0046677;response to antibiotic
GO:0048515;spermatid differentiation
GO:0055090;acylglycerol homeostasis
GO:0072330;monocarboxylic acid biosynthetic process
GO:0061983;meiosis II cell cycle process
GO:0009636;response to toxic substance
GO:0016311;dephosphorylation
GO:0006099;tricarboxylic acid cycle
GO:0010821;regulation of mitochondrion organization
GO:0031937;positive regulation of chromatin silencing
GO:0045839;negative regulation of mitotic nuclear division
GO:0009620;response to fungus
GO:0042749;regulation of circadian sleep/wake cycle
GO:0016052;carbohydrate catabolic process
GO:0006874;cellular calcium ion homeostasis
GO:0045861;negative regulation of proteolysis
GO:0007140;male meiotic nuclear division
GO:0007632;visual behavior
GO:0048065;male courtship behavior, veined wing extension
GO:1903707;negative regulation of hemopoiesis
GO:0010952;positive regulation of peptidase activity
GO:0043547;positive regulation of GTPase activity
GO:0007020;microtubule nucleation
GO:0010529;negative regulation of transposition
GO:0071479;cellular response to ionizing radiation
GO:0065002;intracellular protein transmembrane transport
GO:0071806;protein transmembrane transport
GO:0062012;regulation of small molecule metabolic process
GO:0046148;pigment biosynthetic process
GO:0046890;regulation of lipid biosynthetic process
GO:0043087;regulation of GTPase activity
GO:0000154;rRNA modification
GO:0015918;sterol transport
GO:0043467;regulation of generation of precursor metabolites and energy
GO:0008016;regulation of heart contraction
GO:1903522;regulation of blood circulation
GO:0007286;spermatid development
GO:0009612;response to mechanical stimulus
GO:0055074;calcium ion homeostasis
GO:0010959;regulation of metal ion transport
GO:0072593;reactive oxygen species metabolic process
GO:0000723;telomere maintenance
GO:0032200;telomere organization
GO:0044275;cellular carbohydrate catabolic process
GO:0006629;lipid metabolic process
GO:0046486;glycerolipid metabolic process
GO:0006665;sphingolipid metabolic process
GO:0000018;regulation of DNA recombination
GO:0003383;apical constriction
GO:0006891;intra-Golgi vesicle-mediated transport
GO:0051784;negative regulation of nuclear division
GO:0006165;nucleoside diphosphate phosphorylation
GO:0030148;sphingolipid biosynthetic process
GO:0009132;nucleoside diphosphate metabolic process
GO:0006612;protein targeting to membrane
GO:0045807;positive regulation of endocytosis
