protein1,protein2,combined_score
YAL015C,YOL043C,0.9536
YAL015C,YML105C,0.581
YAL015C,YPL022W,0.536
YAL015C,YOL115W,0.536
YAL016W,YAL009W,0.72
YAL016W,YMR273C,0.696
YAL016W,YJL076W,0.8
YAL016W,YGR161C,0.599
YAL016W,YBR158W,0.808
YAL016W,YER133W,0.9
YAL016W,YGL190C,0.9808
YAL016W,YGR040W,0.9
YAL016W,YNR032W,0.599
YAL016W,YML109W,0.702
YAL016W,YAL024C,0.759
YAL016W,YIL065C,0.62
YAL016W,YOR162C,0.66
YAL016W,YNL127W,0.56
YAL016W,YHR004C,0.72
YAL016W,YKL126W,0.9
YAL016W,YDR130C,0.72
YAL016W,YBL016W,0.9
YAL016W,YLR433C,0.9
YAL016W,YPL152W,0.9651000000000001
YAL016W,YDR075W,0.9
YAL016W,YOR178C,0.9
YAL016W,YKR075C,0.54
YAL016W,YLR273C,0.72
YAL016W,YOR014W,0.9702
YAL016W,YKL193C,0.9
YAL016W,YMR104C,0.9
YAL016W,YBL046W,0.9
YAL016W,YNL201C,0.9
YAL016W,YBR050C,0.72
YAL016W,YIL153W,0.6761600000000001
YAL016W,YOR195W,0.8
YAL016W,YFR003C,0.54
YAL016W,YBR045C,0.72
YAL016W,YOR073W,0.9072
YAL016W,YOR349W,0.611
YAL016W,YDL134C,0.9808
YAL016W,YHR205W,0.9
YAL016W,YOR386W,0.585
YAL016W,YHR158C,0.759
YAL016W,YNL032W,0.536
YAL016W,YKL190W,0.9
YAL016W,YOR062C,0.54
YAL016W,YDL188C,0.9698
YAL016W,YMR311C,0.54
YAL016W,YER054C,0.72
YAL016W,YPL256C,0.808
YAL016W,YGR281W,0.599
YAL016W,YML057W,0.9
YAL016W,YDR028C,0.9
YAL016W,YDL047W,0.9536
YAL017W,YGL112C,0.609
YAL017W,YDR443C,0.536
YAL017W,YDR099W,0.585
YAL017W,YGL020C,0.582
YAL017W,YDL100C,0.582
YAL017W,YKL035W,0.599
YAL017W,YGR178C,0.536
YAL017W,YGR252W,0.64
YAL017W,YDR044W,0.622
YAL017W,YMR227C,0.717
YAL017W,YDR477W,0.536
YAL017W,YER027C,0.536
YAL018C,YOL048C,0.585
YAL018C,YOL047C,0.585
YAL018C,YML008C,0.585
YAL019W,YOR033C,0.581
YAL019W,YMR190C,0.581
YAL019W,YER095W,0.581
YAL019W,YLR288C,0.581
YAL019W,YPR018W,0.56
YAL019W,YBL003C,0.581
YAL019W,YBR084W,0.602
YAL019W,YBL088C,0.583
YAL019W,YDR225W,0.581
YAL019W,YDR217C,0.581
YAL019W,YJL090C,0.581
YAL019W,YCR092C,0.56
YAL019W,YGL175C,0.581
YAL019W,YDR097C,0.56
YAL020C,YBL071W-A,0.92
YAL021C,YNL288W,0.94624
YAL021C,YGR134W,0.94624
YAL021C,YML032C,0.536
YAL021C,YCL061C,0.56
YAL021C,YIL031W,0.56
YAL021C,YPR072W,0.94624
YAL021C,YMR181C,0.583
YAL021C,YGL178W,0.585
YAL021C,YDL101C,0.56
YAL021C,YOR144C,0.56
YAL021C,YJL124C,0.56
YAL021C,YBR088C,0.56
YAL021C,YOR083W,0.585
YAL021C,YDR188W,0.591
YAL021C,YLR182W,0.585
YAL021C,YEL015W,0.56
YAL021C,YOR151C,0.581
YAL021C,YIL038C,0.94624
YAL021C,YGL014W,0.536
YAL021C,YKR036C,0.9334
YAL021C,YML098W,0.56
YAL021C,YOL149W,0.536
YAL021C,YGL043W,0.581
YAL021C,YDL160C,0.808
YAL021C,YNR052C,0.9959
YAL021C,YGL195W,0.603
YAL021C,YER112W,0.56
YAL021C,YBR279W,0.808
YAL021C,YGL094C,0.585
YAL021C,YML010W,0.581
YAL021C,YLR418C,0.808
YAL021C,YDL165W,0.94624
YAL021C,YGR092W,0.626
YAL021C,YDL140C,0.808
YAL021C,YMR199W,0.585
YAL021C,YGL207W,0.581
YAL021C,YLR438C-A,0.66
YAL021C,YFL028C,0.9334
YAL021C,YMR058W,0.536
YAL021C,YDR252W,0.9053599999999999
YAL021C,YER111C,0.585
YAL021C,YER068W,0.94624
YAL021C,YER145C,0.536
YAL021C,YCR093W,0.98852
YAL021C,YAL040C,0.585
YAL021C,YNL278W,0.787
YAL021C,YPR119W,0.581
YAL021C,YDR448W,0.808
YAL021C,YOR204W,0.585
YAL021C,YPL256C,0.585
YAL023C,YKL130C,0.796
YAL023C,YML115C,0.77572
YAL023C,YJR143C,0.88268
YAL023C,YJL171C,0.664
YAL023C,YCR017C,0.664
YAL023C,YDR307W,0.63246
YAL023C,YJR075W,0.9056000000000001
YAL023C,YGR199W,0.66834
YAL023C,YGL038C,0.54
YAL023C,YJR013W,0.72
YAL023C,YBR229C,0.618
YAL023C,YEL036C,0.9053599999999999
YAL023C,YPL050C,0.72
YAL023C,YJL183W,0.73596
YAL023C,YOR321W,0.9808
YAL023C,YCR043C,0.585
YAL023C,YBR004C,0.72
YAL023C,YGL027C,0.679
YAL023C,YGR023W,0.536
YAL023C,YLR370C,0.595
YAL023C,YCL052C,0.72
YAL023C,YOR008C,0.536
YAL023C,YDR245W,0.91
YAL023C,YDL203C,0.626
YAL023C,YDL093W,0.9536
YAL023C,YDL095W,0.9667
YAL023C,YML019W,0.626
YAL023C,YNL158W,0.72
YAL023C,YKR007W,0.808
YAL023C,YOR067C,0.656
YAL024C,YGR152C,0.56
YAL024C,YMR273C,0.585
YAL024C,YGR098C,0.585
YAL024C,YGL190C,0.585
YAL024C,YML109W,0.585
YAL024C,YML064C,0.889
YAL024C,YMR055C,0.56
YAL024C,Q0050,0.662
YAL024C,YAL016W,0.759
YAL024C,YAR018C,0.56
YAL024C,YOR014W,0.517
YAL024C,YGR092W,0.581
YAL024C,YNL098C,0.581
YAL024C,YJR053W,0.581
YAL024C,YOR195W,0.808
YAL024C,YOR233W,0.581
YAL024C,YHR152W,0.808
YAL024C,YHL007C,0.536
YAL024C,YIL106W,0.536
YAL024C,YPR140W,0.662
YAL024C,YHR158C,0.808
YAL024C,YKR054C,0.56
YAL024C,YPR119W,0.808
YAL024C,YKL101W,0.56
YAL025C,YKR063C,0.72
YAL025C,YDR091C,0.9
YAL025C,YDL075W,0.8
YAL025C,YMR290C,0.9812
YAL025C,YER126C,0.98
YAL025C,YHR088W,0.9837
YAL025C,YLR221C,0.9
YAL025C,YGL030W,0.8
YAL025C,YPL249C-A,0.8
YAL025C,YBL028C,0.98
YAL025C,YDL031W,0.9
YAL025C,YFR001W,0.9
YAL025C,YKL082C,0.83
YAL025C,YNR038W,0.9101
YAL025C,YPL211W,0.98
YAL025C,YER006W,0.98
YAL025C,YPR143W,0.9832
YAL025C,YDR101C,0.9
YAL025C,YDR500C,0.9
YAL025C,YLR106C,0.9
YAL025C,YNL061W,0.9807
YAL025C,YPL043W,0.9275
YAL025C,YFR031C-A,0.9
YAL025C,YIL018W,0.9
YAL025C,YOR294W,0.9
YAL025C,YDL082W,0.8
YAL025C,YDL213C,0.72
YAL025C,YKL006W,0.8
YAL025C,YJL177W,0.9
YAL025C,YOR046C,0.9
YAL025C,YDR087C,0.9852
YAL025C,YDR496C,0.9
YAL025C,YGL135W,0.9
YAL025C,YOR206W,0.928
YAL025C,YLL034C,0.9
YAL025C,YHR066W,0.9864
YAL025C,YAL059W,0.9
YAL025C,YMR049C,0.98
YAL025C,YKL009W,0.98
YAL025C,YLR074C,0.9068
YAL025C,YBR191W,0.8
YAL025C,YGL111W,0.9849
YAL025C,YHL033C,0.8
YAL025C,YOL120C,0.8
YAL025C,YDR083W,0.73764
YAL025C,YDR418W,0.9
YAL025C,YHR085W,0.9
YAL025C,YBL092W,0.8
YAL025C,YNL002C,0.9842
YAL025C,YHL001W,0.98
YAL025C,YIR026C,0.9
YAL025C,YKL180W,0.98
YAL025C,YGL103W,0.9
YAL025C,YGL147C,0.8
YAL025C,YLR029C,0.8
YAL025C,YNL227C,0.9
YAL025C,YHR052W,0.98
YAL025C,YNL110C,0.9955
YAL025C,YGL078C,0.9216
YAL025C,YLR325C,0.8
YAL025C,YPL093W,0.9819
YAL025C,YBL087C,0.8
YAL025C,YOR063W,0.98
YAL025C,YDR471W,0.9
YAL025C,YBR267W,0.9
YAL025C,YGL076C,0.98
YAL025C,YER036C,0.9
YAL025C,YLR009W,0.9836
YAL025C,YOL127W,0.98
YAL025C,YLR185W,0.98
YAL025C,YER002W,0.9809
YAL025C,YDR060W,0.9135
YAL025C,YOL041C,0.9135
YAL025C,YBR031W,0.804
YAL025C,YMR242C,0.8
YAL025C,YNL301C,0.8
YAL025C,YPR016C,0.98
YAL025C,YHR010W,0.8
YAL025C,YKL172W,0.9831
YAL025C,YAL035W,0.9
YAL025C,YBL027W,0.98
YAL025C,YNL224C,0.9
YAL025C,YLR061W,0.8
YAL025C,YDL136W,0.98
YAL025C,YBR084C-A,0.8
YAL025C,YPL143W,0.8
YAL025C,YGL029W,0.9
YAL025C,YLR397C,0.9
YAL025C,YKR081C,0.9273
YAL025C,YER117W,0.8
YAL025C,YML073C,0.8
YAL025C,YOR272W,0.98
YAL025C,YOL077C,0.9837
YAL025C,YLL008W,0.9103
YAL025C,YOR312C,0.8
YAL025C,YMR194W,0.8
YAL025C,YDR312W,0.54
YAL025C,YLR002C,0.9817
YAL025C,YGR103W,0.985
YAL025C,YCL054W,0.98
YAL025C,YLR344W,0.8
YAL025C,YDL191W,0.98
YAL025C,YIR012W,0.9
YAL025C,YIL133C,0.8
YAL025C,YHR170W,0.9
YAL025C,YER056C-A,0.98
YAL025C,YPL226W,0.9
YAL025C,YGR218W,0.9081
YAL025C,YPL169C,0.9
YAL025C,YNR053C,0.9
YAL026C,YMR161W,0.9115
YAL026C,YEL027W,0.9056000000000001
YAL026C,YGR152C,0.9
YAL026C,YBR082C,0.662
YAL026C,YDR516C,0.609
YAL026C,YLR447C,0.609
YAL026C,YOR101W,0.9
YAL026C,YDL052C,0.9
YAL026C,YOR085W,0.9
YAL026C,YOL122C,0.9
YAL026C,YHR050W,0.9
YAL026C,YKR014C,0.9
YAL026C,YLR034C,0.9
YAL026C,YAL053W,0.632
YAL026C,YBR164C,0.536
YAL026C,YNL093W,0.9
YAL026C,YJL204C,0.585
YAL026C,YGR020C,0.629
YAL026C,YHR108W,0.9296
YAL026C,YBR229C,0.9
YAL026C,YNL323W,0.9585
YAL026C,YOR270C,0.626
YAL026C,YPL170W,0.9
YAL026C,YDR170C,0.756
YAL026C,YKR093W,0.9
YAL026C,YDR059C,0.646
YAL026C,YKR031C,0.9
YAL026C,YOR089C,0.9
YAL026C,YGR284C,0.9
YAL026C,YCR094W,0.9585
YAL026C,YAL030W,0.9
YAL026C,YOR161C,0.9
YAL026C,YDL137W,0.9191
YAL026C,YDR358W,0.9296
YAL026C,YPL259C,0.9
YAL026C,YNL098C,0.9
YAL026C,YNR048W,0.9
YAL026C,YCR032W,0.9
YAL026C,YBR041W,0.9
YAL026C,YKL119C,0.614
YAL026C,YHL034C,0.599
YAL026C,YER166W,0.56
YAL026C,YBL091C-A,0.9
YAL026C,YNR019W,0.9
YAL026C,YGL210W,0.9
YAL026C,YEL051W,0.9056000000000001
YAL026C,YMR110C,0.9
YAL026C,YER068W,0.646
YAL026C,YNL305C,0.9
YAL026C,YML008C,0.56
YAL026C,YEL002C,0.9
YAL026C,YNL238W,0.808
YAL026C,YEL022W,0.536
YAL026C,YDR424C,0.9
YAL026C,YFL005W,0.9109
YAL026C,YCR048W,0.9
YAL026C,YPL145C,0.56
YAL026C,YGR038W,0.9
YAL026C,YDL051W,0.594
YAL026C,YOR327C,0.9
YAL026C,YOL124C,0.592
YAL026C,YHR102W,0.9
YAL026C,YER120W,0.9129
YAL026C,YDR238C,0.93
YAL026C,YFL038C,0.9056000000000001
YAL026C,YLR350W,0.9094
YAL026C,YER031C,0.9348
YAL026C,YPL088W,0.9
YAL026C,YOR104W,0.808
YAL026C,YHR039C-A,0.606
YAL027W,YLR044C,0.565
YAL027W,YBR196C,0.597
YAL027W,YOL090W,0.56
YAL027W,YML095C,0.659
YAL027W,YML032C,0.56
YAL027W,YLL018C,0.582
YAL027W,YDR174W,0.597
YAL027W,YCL024W,0.636
YAL027W,YOL086C,0.565
YAL027W,YDR381W,0.608
YAL027W,YPL022W,0.637
YAL027W,YDR507C,0.632
YAL028W,YOR014W,0.585
YAL029C,YDL112W,0.599
YAL029C,YLR016C,0.581
YAL029C,YOR326W,0.9498
YAL029C,YMR186W,0.565
YAL029C,YOL086C,0.565
YAL029C,YBR234C,0.9
YAL029C,YBR130C,0.959
YAL029C,YLR249W,0.565
YAL029C,YDR101C,0.565
YAL029C,YFL039C,0.9565
YAL029C,YER110C,0.565
YAL029C,YKL185W,0.581
YAL029C,YJR065C,0.9
YAL029C,YLR370C,0.9
YAL029C,YHR023W,0.696
YAL029C,YGL195W,0.565
YAL029C,YMR309C,0.565
YAL029C,YPR165W,0.9
YAL029C,YKL130C,0.808
YAL029C,YLR229C,0.9
YAL029C,YNL090W,0.9
YAL029C,YPL240C,0.565
YAL029C,YGL106W,0.71
YAL029C,YBR119W,0.581
YAL029C,YDL029W,0.9
YAL029C,YBR081C,0.565
YAL029C,YMR153W,0.599
YAL029C,YKL013C,0.9
YAL029C,YOR035C,0.536
YAL029C,YAL048C,0.9
YAL029C,YDR448W,0.581
YAL029C,YBL031W,0.808
YAL029C,YNR035C,0.9
YAL029C,YKL124W,0.654
YAL029C,YIL118W,0.9
YAL029C,YOR290C,0.581
YAL030W,YMR161W,0.9
YAL030W,YEL027W,0.9
YAL030W,YGR152C,0.9
YAL030W,YDR468C,0.9072
YAL030W,YOR101W,0.9
YAL030W,YKL006C-A,0.9
YAL030W,YDL052C,0.9
YAL030W,YBR200W,0.56
YAL030W,YKL135C,0.9
YAL030W,YOR085W,0.9
YAL030W,YGL098W,0.9
YAL030W,YOL122C,0.9
YAL030W,YMR197C,0.9
YAL030W,YMR017W,0.9
YAL030W,YOR036W,0.67662
YAL030W,YHR050W,0.9
YAL030W,YKR014C,0.9
YAL030W,YLR034C,0.9
YAL030W,YDL226C,0.536
YAL030W,YNL093W,0.9
YAL030W,YIL004C,0.9
YAL030W,YHR108W,0.9
YAL030W,YHR161C,0.9
YAL030W,YBR229C,0.9
YAL030W,YNL323W,0.9
YAL030W,YLR078C,0.9
YAL030W,YAL014C,0.67662
YAL030W,YPL170W,0.9
YAL030W,YCR034W,0.536
YAL030W,YOR106W,0.9297
YAL030W,YKR093W,0.9
YAL030W,YOL018C,0.9536
YAL030W,YKR031C,0.9
YAL030W,YOR089C,0.9
YAL030W,YGR284C,0.9
YAL030W,YGR142W,0.536
YAL030W,YCR094W,0.9
YAL030W,YLR170C,0.9
YAL030W,YOR161C,0.9
YAL030W,YDL137W,0.9
YAL030W,YDR358W,0.9
YAL030W,YBL050W,0.9585
YAL030W,YPL259C,0.9
YAL030W,YMR183C,0.917
YAL030W,YNL098C,0.9358
YAL030W,YNR048W,0.9
YAL030W,YCR032W,0.9
YAL030W,YBR041W,0.9
YAL030W,YBL091C-A,0.9
YAL030W,YGL210W,0.9
YAL030W,YNR019W,0.9
YAL030W,YEL051W,0.9
YAL030W,YJL036W,0.536
YAL030W,YMR110C,0.9
YAL030W,YNL305C,0.9
YAL030W,YOR075W,0.9
YAL030W,YBL037W,0.9
YAL030W,YEL002C,0.9
YAL030W,YGL212W,0.72
YAL030W,YDR189W,0.787
YAL030W,YHL031C,0.9
YAL030W,YDR424C,0.9
YAL030W,YGL095C,0.72
YAL030W,YFL005W,0.9445
YAL030W,YAL026C,0.9
YAL030W,YCR048W,0.9
YAL030W,YGR038W,0.9
YAL030W,YOR327C,0.9585
YAL030W,YNR049C,0.9305
YAL030W,YLR026C,0.9
YAL030W,YDR498C,0.9
YAL030W,YHR102W,0.9
YAL030W,YPL232W,0.9912
YAL030W,YLR093C,0.9
YAL030W,YER120W,0.9
YAL030W,YER143W,0.536
YAL030W,YGR241C,0.9
YAL030W,YLR372W,0.536
YAL030W,YDR238C,0.9
YAL030W,YBR080C,0.9197
YAL030W,YFL038C,0.9
YAL030W,YLR268W,0.9
YAL030W,YLR350W,0.9
YAL030W,YGR009C,0.9913
YAL030W,YER031C,0.9
YAL030W,YPL088W,0.9
YAL030W,YKL196C,0.9
YAL031C,YAL046C,0.546
YAL031C,YNL317W,0.588
YAL031C,YPL209C,0.599
YAL031C,YBR164C,0.585
YAL032C,YOR159C,0.8
YAL032C,YER013W,0.98852
YAL032C,YLR016C,0.851
YAL032C,YMR213W,0.9959
YAL032C,YPR152C,0.64
YAL032C,YPL064C,0.833
YAL032C,YDL209C,0.9959
YAL032C,YML049C,0.937
YAL032C,YPR094W,0.834
YAL032C,YDL043C,0.909
YAL032C,YDR088C,0.856
YAL032C,YPL151C,0.959
YAL032C,YKR086W,0.9959
YAL032C,YGR129W,0.9849
YAL032C,YJL203W,0.607
YAL032C,YLR424W,0.9138000000000001
YAL032C,YLR147C,0.8
YAL032C,YLR275W,0.8
YAL032C,YNL138W-A,0.8
YAL032C,YFL017W-A,0.8
YAL032C,YER029C,0.928
YAL032C,YJR050W,0.9852
YAL032C,YDR163W,0.831
YAL032C,YGR074W,0.8
YAL032C,YHR165C,0.918
YAL032C,YLR323C,0.8
YAL032C,YDR482C,0.85
YAL032C,YGL120C,0.92468
YAL032C,YPL213W,0.959
YAL032C,YKL173W,0.937
YAL032C,YBR065C,0.908
YAL032C,YLR117C,0.9959
YAL032C,YGL128C,0.808
YAL032C,YCR063W,0.851
YAL032C,YKR022C,0.9
YAL032C,YDR416W,0.9959
YAL032C,YGL174W,0.851
YAL032C,YBR119W,0.808
YAL032C,YIR009W,0.8
YAL032C,YER172C,0.918
YAL032C,YMR240C,0.8
YAL032C,YKL095W,0.9954
YAL032C,YMR125W,0.787
YAL032C,YGR006W,0.856
YAL032C,YMR288W,0.937
YAL032C,YBR188C,0.9314
YAL032C,YDR364C,0.954
YAL032C,YPR182W,0.8
YAL032C,YNR011C,0.959
YAL032C,YIR005W,0.845
YAL032C,YLL036C,0.9959
YAL032C,YGR278W,0.959
YAL032C,YPR101W,0.9959
YAL032C,YOR319W,0.8
YAL032C,YNL245C,0.8
YAL033W,YMR059W,0.9
YAL033W,YBL026W,0.72
YAL033W,YHR034C,0.72
YAL033W,YLR197W,0.9
YAL033W,YOR310C,0.9
YAL033W,YLR438C-A,0.72
YAL033W,YER146W,0.72
YAL033W,YHR089C,0.72
YAL033W,YNL282W,0.9808
YAL033W,YLR145W,0.9808
YAL033W,YLR175W,0.72
YAL033W,YIR015W,0.9662000000000001
YAL033W,YDR378C,0.72
YAL033W,YNL221C,0.9808
YAL033W,YBR257W,0.9808
YAL033W,YHR062C,0.9808
YAL033W,YPL083C,0.9
YAL033W,YLR105C,0.9
YAL033W,YDL014W,0.9
YAL033W,YNL147W,0.72
YAL033W,YER127W,0.9
YAL033W,YEL026W,0.9
YAL033W,YDL208W,0.72
YAL033W,YGR030C,0.9808
YAL033W,YPR190C,0.605
YAL033W,YPR137W,0.9
YAL033W,YBR167C,0.9808
YAL033W,YHR072W-A,0.72
YAL033W,YML091C,0.9
YAL033W,YBL018C,0.9808
YAL033W,YER112W,0.72
YAL033W,YAR008W,0.9
YAL033W,YDR478W,0.8
YAL034C,YGR252W,0.54
YAL034C,YBR198C,0.862
YAL034C,YDR176W,0.54
YAL034C,YLR055C,0.54
YAL034C,YER164W,0.54
YAL034C,YLR335W,0.588
YAL034C,YOL004W,0.565
YAL034C,YDR145W,0.54
YAL034C,YOL148C,0.54
YAL034C,YGR274C,0.599
YAL034C,YOL086C,0.565
YAL034C,YPL047W,0.54
YAL034C,YDR392W,0.54
YAL034C,YMR290W-A,0.662
YAL034C,YNL122C,0.662
YAL034C,YDR448W,0.54
YAL034C,YCL010C,0.54
YAL034C,YNL282W,0.588
YAL034C,YOR338W,0.54
YAL034C,YAR002W,0.606
YAL034C,YPL254W,0.54
YAL034C,YGL112C,0.54
YAL034C,YGL252C,0.54
YAL034C,YGL066W,0.54
YAL034C,YBR081C,0.54
YAL034C,YMR236W,0.54
YAL034C,YDR167W,0.54
YAL034C,YMR223W,0.54
YAL034C,YER110C,0.649
YAL034C,YBR111W-A,0.54
YAL034C,YHR099W,0.54
YAL034C,YPR174C,0.608
YAL034W-A,YGL061C,0.9
YAL034W-A,YJL030W,0.9297
YAL034W-A,YJL013C,0.64902
YAL034W-A,YGL086W,0.9454
YAL034W-A,YOR191W,0.9
YAL034W-A,YLR381W,0.9655
YAL034W-A,YGR140W,0.9285
YAL034W-A,YPL018W,0.9334
YAL034W-A,YCL029C,0.9
YAL034W-A,YGR188C,0.9056000000000001
YAL034W-A,YDR320C-A,0.9
YAL034W-A,YKL052C,0.9
YAL034W-A,YJR135C,0.9296
YAL034W-A,YOR195W,0.9
YAL034W-A,YPR046W,0.9348
YAL034W-A,YDR318W,0.9334
YAL034W-A,YBR233W-A,0.9
YAL034W-A,YOL069W,0.9293
YAL034W-A,YER106W,0.9
YAL034W-A,YBR107C,0.9284
YAL034W-A,YMR168C,0.9
YAL034W-A,YLR045C,0.9
YAL034W-A,YIL144W,0.9305
YAL034W-A,YKR083C,0.9
YAL034W-A,YPL209C,0.9536
YAL034W-A,YER018C,0.9324
YAL034W-A,YOR026W,0.9
YAL034W-A,YKL138C-A,0.9
YAL034W-A,YPL233W,0.9662000000000001
YAL034W-A,YJR089W,0.72
YAL034W-A,YCR086W,0.67662
YAL034W-A,YDR130C,0.9
YAL034W-A,YOR073W,0.9
YAL034W-A,YJR112W,0.9808
YAL034W-A,YDR532C,0.9293
YAL034W-A,YNL088W,0.536
YAL034W-A,YER133W,0.9
YAL034W-A,YDR254W,0.9339
YAL034W-A,YKR037C,0.9
YAL034W-A,YDR201W,0.9
YAL034W-A,YPL269W,0.9
YAL034W-A,YIR010W,0.9808
YAL034W-A,YEL061C,0.9
YAL034W-A,YBR211C,0.9808
YAL034W-A,YGR179C,0.9334
YAL034W-A,YMR094W,0.9
YAL034W-A,YMR117C,0.9651000000000001
YAL034W-A,YER116C,0.9
YAL034W-A,YPL268W,0.72
YAL034W-A,YGR113W,0.9
YAL034W-A,YDR016C,0.9
YAL034W-A,YDL028C,0.9199
YAL034W-A,YGL060W,0.9
YAL034W-A,YGL093W,0.9293
YAL035W,YKR063C,0.7969999999999999
YAL035W,YDR091C,0.9
YAL035W,YDL075W,0.98
YAL035W,YBR048W,0.98
YAL035W,YBR181C,0.98
YAL035W,YKR024C,0.784
YAL035W,YPR041W,0.9565
YAL035W,YPR102C,0.98
YAL035W,YMR290C,0.9
YAL035W,YER074W,0.98
YAL035W,YER126C,0.9
YAL035W,YMR121C,0.9
YAL035W,YJR145C,0.9803000000000001
YAL035W,YHR088W,0.9
YAL035W,YML063W,0.9
YAL035W,YGR085C,0.9
YAL035W,YHR021C,0.9
YAL035W,YJL191W,0.9
YAL035W,YER131W,0.9
YAL035W,YLR221C,0.9
YAL035W,YLR150W,0.8
YAL035W,YGL030W,0.9803000000000001
YAL035W,YPL249C-A,0.9061
YAL035W,YBL028C,0.9
YAL035W,YLL045C,0.9057000000000001
YAL035W,YDL031W,0.9
YAL035W,YPL079W,0.9
YAL035W,YGL123W,0.98
YAL035W,YFR001W,0.9
YAL035W,YFL034C-A,0.9
YAL035W,YLR333C,0.9
YAL035W,YER102W,0.98
YAL035W,YLR175W,0.698
YAL035W,YGR148C,0.9
YAL035W,YDR447C,0.9
YAL035W,YNR038W,0.9
YAL035W,YDL184C,0.8
YAL035W,YPL211W,0.9
YAL035W,YER006W,0.9
YAL035W,YPR143W,0.9
YAL035W,YML024W,0.98
YAL035W,YDR101C,0.9
YAL035W,YDR500C,0.9
YAL035W,YOL040C,0.98
YAL035W,YMR230W,0.9
YAL035W,YLR340W,0.9803000000000001
YAL035W,YHR141C,0.98
YAL035W,YGL031C,0.8
YAL035W,YLR106C,0.9
YAL035W,YKL156W,0.98
YAL035W,YNL061W,0.9
YAL035W,YDR012W,0.9056000000000001
YAL035W,YPL043W,0.9
YAL035W,YFR031C-A,0.9927
YAL035W,YIL018W,0.9809
YAL035W,YOR294W,0.9
YAL035W,YDL082W,0.9821
YAL035W,YGR027C,0.98
YAL035W,YMR143W,0.98
YAL035W,YLR048W,0.9
YAL035W,YNL096C,0.9
YAL035W,YDL213C,0.72
YAL035W,YGR034W,0.9
YAL035W,YKL006W,0.98
YAL035W,YDL083C,0.98
YAL035W,YDR450W,0.98
YAL035W,YJL177W,0.9
YAL035W,YOR046C,0.9
YAL035W,YLR075W,0.9803000000000001
YAL035W,YDR087C,0.9
YAL035W,YGR054W,0.9
YAL035W,YPL131W,0.98
YAL035W,YDR496C,0.9631000000000001
YAL035W,YJR007W,0.9297
YAL035W,YLR388W,0.98
YAL035W,YGL135W,0.9
YAL035W,YOR206W,0.9
YAL035W,YLL034C,0.9
YAL035W,YHR066W,0.9
YAL035W,YAL059W,0.9
YAL035W,YPR132W,0.98
YAL035W,YJL190C,0.9821
YAL035W,YFR032C-A,0.98
YAL035W,YMR116C,0.98
YAL035W,YMR049C,0.9
YAL035W,YKL009W,0.9
YAL035W,YLR074C,0.9
YAL035W,YBR191W,0.98
YAL035W,YNL069C,0.9
YAL035W,YGL111W,0.9
YAL035W,YHL033C,0.9815
YAL035W,YJL189W,0.98
YAL035W,YOL120C,0.9803000000000001
YAL035W,YPL090C,0.98
YAL035W,YDR083W,0.72
YAL035W,YDR418W,0.9141
YAL035W,YGL130W,0.7
YAL035W,YIL052C,0.9
YAL035W,YMR188C,0.54
YAL035W,YHR085W,0.9
YAL035W,YBL092W,0.98
YAL035W,YLR367W,0.9085
YAL035W,YNL002C,0.9
YAL035W,YOR234C,0.9
YAL035W,YHL001W,0.98
YAL035W,YIR026C,0.9
YAL035W,YOR293W,0.98
YAL035W,YMR309C,0.72
YAL035W,YNL067W,0.9
YAL035W,YAL025C,0.9
YAL035W,YKL180W,0.98
YAL035W,YER025W,0.9659
YAL035W,YGL103W,0.98
YAL035W,YGL147C,0.98
YAL035W,YLR029C,0.98
YAL035W,YNL227C,0.9056000000000001
YAL035W,YIL069C,0.98
YAL035W,YBR084W,0.669
YAL035W,YJL136C,0.9
YAL035W,YJR123W,0.9803000000000001
YAL035W,YHR052W,0.9808
YAL035W,YNL110C,0.9
YAL035W,YPL081W,0.98
YAL035W,YER050C,0.54
YAL035W,YOR361C,0.9651000000000001
YAL035W,YNL162W,0.8
YAL035W,YOR182C,0.98
YAL035W,YGR118W,0.98
YAL035W,YGL078C,0.9
YAL035W,YLR325C,0.98
YAL035W,YOR096W,0.98
YAL035W,YPL198W,0.9057000000000001
YAL035W,YLR167W,0.98
YAL035W,YPL093W,0.9
YAL035W,YDR064W,0.98
YAL035W,YKR094C,0.98
YAL035W,YDL220C,0.56
YAL035W,YER007C-A,0.54
YAL035W,YBL087C,0.98
YAL035W,YOR063W,0.9803000000000001
YAL035W,YDR471W,0.9
YAL035W,YDR432W,0.581
YAL035W,YCR031C,0.98
YAL035W,YBR267W,0.9
YAL035W,YGL076C,0.9803000000000001
YAL035W,YNL178W,0.9803000000000001
YAL035W,YCR077C,0.9
YAL035W,YNL030W,0.565
YAL035W,YGR214W,0.98
YAL035W,YER036C,0.9604
YAL035W,YLR009W,0.9
YAL035W,YOL127W,0.98
YAL035W,YOR369C,0.98
YAL035W,YLR185W,0.98
YAL035W,YOL121C,0.98
YAL035W,YER002W,0.9
YAL035W,YDR060W,0.9784
YAL035W,YMR260C,0.9895
YAL035W,YNL244C,0.9
YAL035W,YOL041C,0.9
YAL035W,YKR057W,0.98
YAL035W,YBR031W,0.9803000000000001
YAL035W,YOR167C,0.98
YAL035W,YIL148W,0.8
YAL035W,YLR406C,0.9
YAL035W,YJR094W-A,0.9
YAL035W,YMR242C,0.9809
