protein1,protein2,combined_score
B0218.3,K08F8.1a.2,0.9
B0218.3,F57B9.10a,0.9
B0218.3,F36D3.9,0.9
B0218.3,F56B6.4a,0.9
B0218.3,F08C6.6,0.9
B0218.3,Y77E11A.10,0.9
B0218.3,C16C8.2,0.9
B0218.3,T22D1.9.1,0.9
B0218.3,T06D8.8.1,0.9
B0218.3,Y54G11A.5.1,0.9
B0218.3,C47B2.4,0.9
B0218.3,B0365.1,0.9
B0218.3,Y53F4B.22a,0.9
B0218.3,Y54G11A.13a,0.9
B0218.3,F49E8.4,0.9
B0218.3,F49E12.1,0.9
B0218.3,C46A5.4,0.9
B0218.3,F44C4.3,0.9
B0218.3,Y67D8C.5h,0.9
B0218.3,T22F3.3a,0.9
B0218.3,C38D4.5,0.9
B0218.3,R12E2.3,0.9
B0218.3,C47E8.5.2,0.9
B0218.3,F26D10.3.1,0.9
B0218.3,Y47H10A.1,0.9
B0218.3,R03G5.2.2,0.9
B0218.3,F44B9.1a,0.9
B0218.3,C54D1.6,0.9
B0218.3,R07E5.8.2,0.9
B0218.3,C30C11.2,0.9
B0218.3,F09E5.3,0.9
B0218.3,C52E4.4.1,0.9
B0218.3,F37F2.3,0.9
B0218.3,R06A4.8,0.9
B0218.3,F01F1.5.2,0.9
B0218.3,K07C5.1,0.9
B0222.4,F53C3.13b.1,0.9
B0222.4,C34C6.5a,0.9
B0222.4,Y66H1B.4,0.8
B0222.9,ZC443.5,0.65
B0222.9,F57C9.1b,0.9
B0222.9,F57B9.1,0.9
B0222.9,T09B4.8,0.9
B0222.9,F52E4.1a.2,0.8
B0222.9,M88.1.1,0.65
B0222.9,F01G10.2,0.9
B0222.9,T08G2.3.1,0.8
B0222.9,F13H8.7,0.8
B0222.9,K12G11.4,0.9
B0222.9,D2063.1,0.9
B0222.9,F54C8.1,0.9
B0222.9,K04D7.3a,0.9
B0222.9,C44H9.1,0.65
B0222.9,T02E1.5b,0.9
B0222.9,H24K24.3b.1,0.9
B0222.9,F35H8.6,0.65
B0222.9,ZC455.4,0.65
B0222.9,R09B5.6,0.9
B0222.9,K12G11.3,0.9
B0222.9,F01G10.3,0.9
B0222.9,B0310.5,0.65
B0222.9,F39G3.1,0.65
B0222.9,T11F9.11,0.9
B0222.9,C32E8.9,0.8
B0222.9,C36A4.9a.2,0.8
B0222.9,B0303.2,0.9
B0222.9,ZK669.4,0.8
B0222.9,T07C5.1c,0.65
B0222.9,T25G12.5,0.8
B0222.9,F27D9.5,0.8
B0222.9,B0272.3,0.9
B0222.9,C18C4.3.1,0.65
B0222.9,K05F1.3,0.8
B0222.9,F54F3.4,0.9
B0222.9,F13D12.4a.3,0.9
B0222.9,T04H1.8,0.65
B0222.9,C17G1.3a,0.65
B0222.9,B0250.5,0.9
B0222.9,F36H9.3,0.9
B0228.1,B0024.14b,0.633
B0228.1,F20C5.6,0.633
B0228.1,Y43F8C.4,0.792
B0228.7.1,C01G10.9,0.9
B0228.7.1,Y46G5A.19b.2,0.9
B0238.1,M110.5b.2,0.539
B0238.10,T23B12.4,0.72
B0238.11,C18G1.2a,0.633
B0240.4,T21E12.4,0.684
B0240.4,B0547.1,0.724
B0250.1,H06H21.3,0.9
B0250.1,Y106G6H.3a,0.9
B0250.1,F25G6.8,0.9
B0250.1,ZK652.4.3,0.9
B0250.1,W01D2.1.1,0.9
B0250.1,K11H12.2,0.9
B0250.1,C49H3.11.1,0.9
B0250.1,Y65B4A.6,0.9
B0250.1,B0414.5,0.9
B0250.1,F28D1.7.1,0.9
B0250.1,C53H9.1,0.9
B0250.1,Y48G8AL.6,0.9
B0250.1,H19N07.1a.1,0.9
B0250.1,C23G10.3.1,0.9
B0250.1,F22B5.2a,0.9
B0250.1,F39B2.6.2,0.9
B0250.1,Y24D9A.4a,0.9
B0250.1,B0513.3a,0.9
B0250.1,Y71A12B.1a,0.9
B0250.1,T07A9.11.1,0.9
B0250.1,C42C1.14.2,0.9
B0250.1,F56E10.4.1,0.9
B0250.1,C06B8.8.6,0.9
B0250.1,Y73B6BL.18b.1,0.9
B0250.1,Y74C10AR.1,0.9
B0250.1,R08D7.3,0.9
B0250.1,Y62E10A.1,0.9
B0250.1,C03H5.5,0.9
B0250.1,Y105E8A.16.1,0.9
B0250.1,F56F3.5,0.9
B0250.1,F40F8.10,0.9
B0250.1,D1007.6.2,0.9
B0250.1,T16G1.11,0.9
B0250.1,M110.4a,0.9
B0250.1,Y48G8AL.8a,0.9
B0250.1,C17G10.9a,0.9
B0250.1,T24B8.1a.1,0.9
B0250.1,F53G12.10.1,0.9
B0250.1,F26A3.2a,0.9
B0250.1,F55C5.8,0.9
B0250.1,B0412.4,0.9
B0250.1,F37E3.1,0.9
B0250.1,C27A2.2a,0.9
B0250.1,W09C5.6a,0.9
B0250.1,C32E8.2a,0.9
B0250.1,F37C12.4,0.9
B0250.1,Y37E3.7.2,0.9
B0250.1,Y48B6A.2.1,0.9
B0250.1,E04A4.8,0.9
B0250.1,ZC434.2,0.9
B0250.1,R151.3.2,0.9
B0250.1,T05E11.1,0.9
B0250.1,T05F1.3.1,0.9
B0250.1,R13A5.8,0.9
B0250.1,C26F1.4.2,0.9
B0250.1,F52B5.6.4,0.9
B0250.1,ZK1010.1,0.9
B0250.1,F37C12.11,0.9
B0250.1,C09H10.2,0.9
B0250.1,F37F2.2.2,0.9
B0250.1,F07D10.1,0.9
B0250.1,H06I04.4a.2,0.9
B0250.1,F54C9.5,0.9
B0250.1,C48B6.6a,0.9
B0250.1,B0041.4,0.9
B0250.1,Y71F9AL.13a.1,0.9
B0250.1,F54E7.2.3,0.9
B0250.1,R09B3.5,0.9
B0250.1,F21D5.7,0.9
B0250.1,Y54F10BM.2,0.9
B0250.1,F36A2.6.1,0.9
B0250.1,K04B12.3a,0.9
B0250.1,B0336.10.3,0.9
B0250.1,K02B2.5,0.9
B0250.1,K02F3.11,0.9
B0250.1,F40F11.1.2,0.9
B0250.1,C37A2.7,0.9
B0250.1,F55D10.2,0.9
B0250.1,D2013.7,0.9
B0250.1,B0393.1.1,0.9
B0250.1,JC8.3a,0.9
B0250.1,M01F1.2.1,0.9
B0250.1,F28C6.7a.3,0.9
B0250.1,F10E7.7.2,0.9
B0250.1,Y43B11AR.4,0.9
B0250.1,Y54E2A.11a.1,0.9
B0250.1,B0511.10,0.9
B0250.1,T22F3.4,0.9
B0250.1,C04F12.4.2,0.9
B0250.1,R07E5.14.1,0.9
B0250.1,C41D11.2,0.9
B0250.1,F25H2.10,0.9
B0250.1,C27D11.1,0.9
B0250.1,Y41D4B.5,0.9
B0250.1,F33D11.10,0.9
B0250.1,C14B9.7.1,0.9
B0250.1,T01C3.6.1,0.9
B0250.1,Y57G11C.16,0.9
B0250.1,F42C5.8,0.9
B0250.1,Y73B3A.18a,0.9
B0250.1,F08D12.1,0.9
B0250.1,ZK512.4,0.9
B0250.1,C09D4.5.1,0.9
B0250.1,W08E3.2,0.9
B0250.1,T23D8.4,0.9
B0250.1,C54C6.1.2,0.9
B0250.1,F37C12.9.1,0.9
B0250.1,K08F11.3.1,0.9
B0250.1,F13B10.2a.1,0.9
B0250.1,T05H4.6a,0.9
B0250.1,Y37E3.8a,0.9
B0250.1,Y54E2A.2,0.9
B0250.1,Y45F10D.12.3,0.9
B0250.1,F10B5.1.2,0.9
B0250.1,D1007.12.2,0.9
B0250.1,C16A3.9,0.9
B0250.1,C26F1.9,0.9
B0250.1,F46B6.3b,0.9
B0250.5,T09B4.8,0.9
B0250.5,F52E4.1a.2,0.8
B0250.5,B0222.9,0.9
B0250.5,T08G2.3.1,0.8
B0250.5,K04D7.3a,0.9
B0250.5,T08B1.3,0.9
B0250.5,C32E8.9,0.8
B0250.5,C36A4.9a.2,0.8
B0250.5,ZK669.4,0.8
B0250.5,T05H4.13c.1,0.9
B0250.5,F09F7.4a.2,0.9
B0250.5,F01F1.6.2,0.9
B0250.5,F54D8.3a.1,0.9
B0250.5,T25G12.5,0.8
B0250.5,F27D9.5,0.8
B0250.5,Y69F12A.2a.2,0.9
B0250.5,K05F1.3,0.8
B0250.5,F13D12.4a.3,0.9
B0250.5,F42G9.5a,0.9
B0250.5,K04F1.15,0.9
B0250.7b,K04H4.1a,0.707
B0252.2,T27F6.6,0.8
B0252.2,C33C12.8,0.65
B0252.2,R05D11.9,0.8
B0252.2,K11D2.2.1,0.65
B0252.2,Y54E5A.1,0.65
B0252.2,C09G4.1.2,0.65
B0252.2,F53C3.13b.1,0.9
B0252.2,W03G1.7a,0.8
B0252.2,Y105E8A.10a,0.65
B0252.2,K02G10.6,0.65
B0252.2,Y4C6B.6,0.65
B0252.2,F27E5.1,0.65
B0252.2,F53H8.4,0.8
B0252.2,Y22D7AL.8,0.8
B0252.2,ZK455.4,0.8
B0252.2,F59G1.1b.2,0.65
B0252.2,H21P03.3b,0.8
B0252.2,F33D4.4.1,0.65
B0252.2,C33C12.3a,0.65
B0252.2,C29E4.10,0.9
B0252.2,W02F12.2,0.65
B0252.2,T10B11.2,0.9
B0252.2,F11E6.1d,0.65
B0252.2,Y6B3B.10,0.65
B0252.2,F20B4.6,0.65
B0252.2,T06C12.10,0.65
B0252.3b,T22D1.9.1,0.731
B0252.4b,F35H8.5,0.9
B0252.4b,C50F2.3,0.9
B0252.4b,T10C6.5,0.9
B0252.4b,K08D10.3a,0.9
B0252.4b,T12A2.7.1,0.9
B0252.4b,F53B7.3.1,0.9
B0252.4b,F32D1.9.2,0.9
B0252.4b,F25G6.2,0.9
B0252.4b,Y65B4A.6,0.9
B0252.4b,M28.5.2,0.9
B0252.4b,W08E3.1,0.9
B0252.4b,F56D2.6a,0.9
B0252.4b,C36B1.3,0.9
B0252.4b,F11A10.2,0.9
B0252.4b,R144.2a,0.9
B0252.4b,F28C6.3,0.9
B0252.4b,T07A9.1a,0.9
B0252.4b,C07H6.4,0.9
B0252.4b,C06A1.5,0.9
B0252.4b,F28D9.1,0.9
B0252.4b,Y76B12C.7a.2,0.9
B0252.4b,F11A10.8,0.9
B0252.4b,Y57G11A.5,0.9
B0252.4b,C07A9.2.1,0.9
B0252.4b,T11G6.8,0.9
B0252.4b,D2089.4a,0.9
B0252.4b,C08B11.5,0.9
B0252.4b,R11A8.2,0.9
B0252.4b,Y116A8C.34a.1,0.9
B0252.4b,F43E2.2,0.9
B0252.4b,W02B12.3a,0.9
B0252.4b,E01A2.2a.1,0.9
B0252.4b,C33H5.12a,0.9
B0252.4b,F33A8.1,0.9
B0252.4b,C44B7.2a.3,0.9
B0252.4b,F26A3.2a,0.9
B0252.4b,F42A6.7d.1,0.9
B0252.4b,T08A11.2,0.9
B0252.4b,F43G6.5,0.9
B0252.4b,F26F4.11,0.9
B0252.4b,Y37A1B.1a,0.9
B0252.4b,T07D4.3,0.9
B0252.4b,K03H1.2,0.9
B0252.4b,F37E3.1,0.9
B0252.4b,F53B2.1,0.9
B0252.4b,M01E11.2,0.9
B0252.4b,F43G9.5,0.9
B0252.4b,K04G7.11,0.9
B0252.4b,F56A8.6.1,0.9
B0252.4b,W07E6.4,0.9
B0252.4b,T28D9.2a,0.9
B0252.4b,Y116A8C.35,0.9
B0252.4b,Y17G7B.9,0.9
B0252.4b,ZK328.2,0.9
B0252.4b,Y41E3.11a,0.9
B0252.4b,Y39B6A.36,0.9
B0252.4b,F26B1.2a,0.9
B0252.4b,Y54G2A.75,0.9
B0252.4b,Y49E10.15,0.9
B0252.4b,Y46G5A.4,0.9
B0252.4b,Y119D3B.17,0.9
B0252.4b,F59A2.4a,0.9
B0252.4b,C34D4.12,0.9
B0252.4b,F23B2.13,0.9
B0252.4b,Y80D3A.2a,0.9
B0252.4b,T13H5.4,0.9
B0252.4b,Y67H2A.1,0.9
B0252.4b,Y54E10BR.6,0.9
B0252.4b,W01G7.3.2,0.9
B0252.4b,Y116A8C.42,0.9
B0252.4b,H27M09.2,0.9
B0252.4b,M03F8.3b,0.9
B0252.4b,Y71D11A.2a.2,0.9
B0252.4b,R09B3.5,0.9
B0252.4b,C46F11.4,0.9
B0252.4b,F28C6.6.2,0.9
B0252.4b,Y47D3A.27,0.9
B0252.4b,F08G12.2,0.9
B0252.4b,Y71F9B.16,0.9
B0252.4b,D1046.1c.1,0.9
B0252.4b,Y59A8B.6,0.9
B0252.4b,F39H2.2a,0.9
B0252.4b,F33A8.3,0.9
B0252.4b,F49D11.1,0.9
B0252.4b,F58D5.1a.1,0.9
B0252.4b,Y54F10BM.14,0.9
B0252.4b,T10F2.4,0.9
B0252.4b,K02F3.11,0.9
B0252.4b,H20J04.8,0.9
B0252.4b,Y111B2A.18.1,0.9
B0252.4b,Y87G2A.6.1,0.9
B0252.4b,Y97E10AR.5,0.9
B0252.4b,Y39A1C.3.1,0.9
B0252.4b,T10G3.6a,0.9
B0252.4b,F09F7.3.1,0.9
B0252.4b,Y47G6A.20b,0.9
B0252.4b,F58E10.3a.1,0.9
B0252.4b,Y32F6A.3.2,0.9
B0252.4b,F09G2.4,0.9
B0252.4b,C52E4.3.1,0.9
B0252.4b,C17E4.5,0.9
B0252.4b,Y92C3B.2a,0.9
B0252.4b,C50D2.5,0.9
B0252.4b,T08B2.5b,0.9
B0252.4b,D1081.8,0.9
B0252.4b,R06A4.9a,0.9
B0252.4b,R07E5.14.1,0.9
B0252.4b,Y37E3.3,0.9
B0252.4b,C18D11.4a.2,0.9
B0252.4b,F33D11.10,0.9
B0252.4b,F58B3.7,0.9
B0252.4b,F53H1.1a,0.9
B0252.4b,T21D12.3,0.9
B0252.4b,C18E3.5,0.9
B0252.4b,D1054.15a,0.9
B0252.4b,C25A1.4.1,0.9
B0252.4b,Y71F9B.4.1,0.9
B0252.4b,W02B12.2,0.9
B0252.4b,M01E11.5.1,0.9
B0252.4b,C04H5.6a,0.9
B0252.4b,F46F11.2,0.9
B0252.4b,F26D10.3.1,0.9
B0252.4b,C50C3.6,0.9
B0252.4b,K02F2.3,0.9
B0252.4b,Y57A10A.19,0.9
B0252.4b,D2089.1a,0.9
B0252.4b,W03F9.10,0.9
B0252.4b,C01F1.1,0.9
B0252.4b,T15H9.6,0.9
B0252.4b,Y54G2A.12,0.9
B0252.4b,T28D9.10a,0.9
B0252.4b,F58G11.5.1,0.9
B0252.4b,F01F1.7,0.9
B0252.4b,K08D10.4,0.9
B0252.4b,F46B6.3b,0.9
B0252.4b,T27F2.1,0.9
B0261.1,F45E12.2,0.54
B0261.2a,C12D8.10b,0.8
B0261.2a,Y24F12A.2,0.8
B0261.2a,R04A9.7,0.8
B0261.2a,Y57A10A.20,0.54
B0261.2a,F54C8.5,0.8
B0261.2a,Y111B2A.8,0.6
B0261.2a,D2007.5.1,0.8
B0261.2a,T01C8.1b,0.6
B0261.2a,F55F3.1.1,0.6
B0261.2a,PAR2.3a,0.6
B0261.2a,F29C12.3b,0.9
B0261.2a,Y69A2AR.7a,0.8
B0261.2a,Y47D3A.16,0.9566
B0261.2a,C07H6.6,0.8
B0261.2a,R10H10.7,0.8
B0261.2a,C10H11.8a,0.8
B0261.2a,Y71H2B.3,0.8
B0261.2a,C10C5.6c,0.9
B0261.2a,Y60A3A.1,0.8
B0261.2a,T24F1.1,0.8
B0261.2a,Y47D3A.15,0.6
B0261.2a,F28H6.1a,0.8
B0261.7,C36B1.11,0.705
B0272.1,F44F4.11,0.8
B0272.1,ZK899.4,0.8
B0272.1,F32H2.9,0.8
B0272.1,K12H4.8,0.687
B0272.1,F26E4.8b,0.8
B0272.1,W03C9.3.2,0.6
B0272.1,F16D3.1,0.8
B0272.1,F18C12.1,0.6
B0272.1,C44B11.3,0.8
B0272.1,C17H12.1,0.6
B0272.1,F40F4.5,0.8
B0272.1,C47B2.3.1,0.8
B0272.1,T11B7.1,0.633
B0272.1,T21E12.4,0.6
B0272.1,C39E9.14a.1,0.6
B0272.1,T28D6.2,0.8
B0272.2,K08H10.9,0.9
B0272.2,F55A4.1,0.9
B0272.2,H15N14.2a,0.9
B0272.2,K11C4.3c,0.9
B0272.2,Y42H9AR.1.2,0.9
B0272.2,T01G1.3,0.9
B0272.2,ZK180.4,0.9
B0272.2,B0280.12b,0.9
B0272.2,F43D9.3a,0.9
B0272.2,R02D3.2,0.9
B0272.2,F47G9.1,0.9
B0272.2,Y71F9AM.4a,0.9
B0272.2,T09E8.3,0.9
B0272.2,ZK1098.5,0.9
B0272.2,ZC518.2,0.9
B0272.2,Y113G7A.3,0.9
B0272.2,C39F7.4,0.9
B0272.2,DC2.8,0.9
B0272.2,C06G3.10,0.9
B0272.2,W02D7.7,0.9
B0272.2,Y59A8B.25,0.9
B0272.2,Y25C1A.5,0.9
B0272.2,F08C6.3,0.53
B0272.2,F12F6.6,0.9
B0272.2,F36D4.2,0.9
B0272.2,B0350.2f.2,0.9
B0272.2,Y51H7C.6a.1,0.9
B0272.2,M03E7.5.1,0.9
B0272.2,F09B9.3,0.9
B0272.2,F11A10.6a,0.9
B0272.2,Y59E9AL.7,0.9
B0272.2,K07C11.9,0.9
B0272.2,F36H2.3b,0.9
B0272.2,C15H9.4,0.527
B0272.2,R31.1a,0.9
B0272.2,M04G12.2,0.9
B0272.2,F55A11.2,0.9
B0272.2,F38E11.5,0.9
B0272.2,Y71G12A.2b,0.9
B0272.2,Y60A3A.9,0.9
B0272.2,C13B9.3,0.9
B0272.2,T10F2.5,0.9
B0272.2,C06E1.4,0.9
B0272.2,C43E11.11.2,0.9
B0272.2,F32B5.8,0.9
B0272.2,K10B3.10b,0.9
B0272.2,F45G2.4.2,0.9
B0272.2,F56A8.7a,0.527
B0272.2,E03H4.8,0.9
B0272.2,K09B11.9a,0.9
B0272.2,T14G10.5c,0.9
B0272.2,B0414.8a,0.53
B0272.2,F08F8.8,0.9
B0272.2,Y57A10A.16,0.9
B0272.2,Y77E11A.13a,0.9
B0272.2,T04G9.3,0.9
B0272.2,Y59A8B.8,0.9
B0272.2,W05H7.3,0.9
B0272.2,B0361.10.1,0.9
B0272.2,T08D2.1,0.9
B0272.2,F59E10.3,0.9
B0272.2,C28H8.4.1,0.9
B0272.2,C35C5.6,0.9
B0272.2,F57B10.5,0.9
B0272.2,K07A1.8.1,0.9
B0272.2,D1014.3.2,0.9
B0272.3,T09B4.8,0.9
B0272.3,F52E4.1a.2,0.6
B0272.3,B0222.9,0.9
B0272.3,T08G2.3.1,0.6
B0272.3,K04D7.3a,0.9
B0272.3,T08B1.3,0.65
B0272.3,T08B2.7a,0.65
B0272.3,K03A1.5,0.9
B0272.3,T02G5.8.2,0.65
B0272.3,Y105E8A.4,0.65
B0272.3,T05G5.6.1,0.65
B0272.3,C32E8.9,0.8
B0272.3,C36A4.9a.2,0.8
B0272.3,ZK669.4,0.8
B0272.3,T05H4.13c.1,0.65
B0272.3,F53A2.7.2,0.65
B0272.3,F09F7.4a.2,0.9
B0272.3,C29F3.1,0.65
B0272.3,F01F1.6.2,0.65
B0272.3,C05C10.3,0.9
B0272.3,F54D8.3a.1,0.65
B0272.3,T25G12.5,0.6
B0272.3,F27D9.5,0.6
B0272.3,T02G5.7,0.65
B0272.3,Y69F12A.2a.2,0.65
B0272.3,K05F1.3,0.6
B0272.3,F13D12.4a.3,0.9
B0272.3,B0303.3.1,0.65
B0272.3,F42G9.5a,0.65
B0272.3,K04F1.15,0.65
B0272.3,F25B4.6,0.9
B0273.3,F48D6.1.2,0.9
B0273.3,Y54E10BR.6,0.9
B0273.3,W01G7.3.2,0.9
B0273.3,H27M09.2,0.9
B0273.3,ZC64.3a,0.9
B0273.3,Y48G1BM.1,0.9
B0273.3,C36B1.3,0.9
B0273.3,Y48G1BL.1,0.9
B0273.3,C06A1.5,0.9
B0273.3,Y97E10AR.5,0.9
B0273.3,F44B9.3a,0.9
B0273.3,T02C12.2,0.9
B0273.3,F09F7.3.1,0.9
B0273.3,T20B12.2.2,0.9
B0273.3,F54D5.11.1,0.9
B0273.3,Y39G10AL.3.1,0.9
B0273.3,F30F8.8.2,0.9
B0273.3,H25P06.2b,0.9
B0273.3,Y39E4B.2,0.705
B0273.3,F43E2.2,0.9
B0273.3,F43D2.1,0.9
B0273.3,W03F9.5.2,0.9
B0273.3,F26F4.11,0.9
B0273.3,Y37E3.3,0.9
B0273.3,K11D12.2.3,0.9
B0273.3,F44B9.4a,0.9
B0273.3,B0336.13,0.9
B0273.3,Y39B6A.36,0.9
B0273.3,F43D9.5,0.9
B0273.3,ZK1320.12b,0.9
B0273.3,K10D3.3,0.9
B0273.3,C14A4.10,0.9
B0273.3,T12D8.7,0.9
B0273.3,Y111B2A.13,0.9
B0273.3,ZK550.4.2,0.9
B0273.3,C01F1.1,0.9
B0273.3,F23B2.13,0.9
B0280.12b,K08H10.9,0.9
B0280.12b,F55A4.1,0.9
B0280.12b,M6.1b,0.9
B0280.12b,W04D2.1a,0.9
B0280.12b,R04E5.10a,0.9
B0280.12b,T01G1.3,0.9
B0280.12b,F07F6.6.1,0.9
B0280.12b,F10C1.2b,0.9
B0280.12b,ZK180.4,0.9
B0280.12b,M04G12.2,0.9
B0280.12b,F55A11.2,0.9
B0280.12b,Y71G12A.2b,0.9
B0280.12b,T10F2.5,0.9
B0280.12b,C06E1.4,0.9
B0280.12b,F37B4.2,0.9
B0280.12b,F32B5.8,0.9
B0280.12b,F10C1.7e,0.9
B0280.12b,F25E2.4,0.9
B0280.12b,T09E8.3,0.9
B0280.12b,B0272.2,0.9
B0280.12b,K05B2.3,0.9
B0280.12b,ZK1098.5,0.9
B0280.12b,K11E8.1r,0.9
B0280.12b,W10G6.3,0.9
B0280.12b,ZC518.2,0.9
B0280.12b,Y113G7A.3,0.9
B0280.12b,Y57A10A.16,0.9
B0280.12b,Y77E11A.13a,0.9
B0280.12b,F38B2.1d,0.9
B0280.12b,C39F7.4,0.9
B0280.12b,T04G9.3,0.9
B0280.12b,DC2.8,0.9
B0280.12b,W05H7.3,0.9
B0280.12b,F52E10.5,0.9
B0280.12b,B0361.10.1,0.9
B0280.12b,F12F6.6,0.9
B0280.12b,C35C5.6,0.9
B0280.12b,C25F6.2a,0.9
B0280.12b,T01C3.10a,0.9
B0280.12b,F36D4.2,0.9
B0280.12b,K07A1.8.1,0.9
B0280.12b,M03E7.5.1,0.9
B0280.1a,Y67D2.1a.1,0.9
B0280.1a,T25G12.4,0.9
B0280.1a,K09A9.2.1,0.9
B0280.1a,W01H2.3b,0.9
B0280.1a,C39F7.4,0.9
B0280.1a,C18A3.6a,0.9
B0280.1a,D2013.1,0.9
B0280.1a,D1037.4,0.9
B0280.1a,W03C9.3.2,0.9
B0280.1a,Y45F3A.2,0.9
B0280.1a,Y62E10A.9.1,0.9
B0280.1a,F53F10.4,0.9
B0280.1a,F26H9.6,0.9
B0280.1a,M57.2a.1,0.9
B0280.1a,T19D2.2.1,0.9
B0280.1a,F43D9.2,0.9
B0280.1a,Y71H2AM.12,0.9
B0280.1a,Y47D3A.25,0.9
B0280.1a,R07B1.12,0.9
B0280.1a,Y87G2A.4,0.9
B0280.1a,T23H2.5.2,0.9
B0280.1a,F53G12.1.1,0.9
B0280.1a,Y92C3B.3b,0.9
B0280.1a,W04G5.2a,0.9
B0280.1a,K02E10.1,0.9
B0280.1a,T01B7.3,0.9
B0280.3.2,R05F9.6,0.9
B0280.3.2,F37B1.4,0.633
B0280.3.2,Y43F4B.5a,0.9
B0280.3.2,F08F8.7.1,0.9
B0280.3.2,F01G10.1.2,0.9
B0280.3.2,R151.2d.2,0.9
B0280.3.2,T25B9.9,0.9
B0280.3.2,ZK632.1a,0.633
B0280.3.2,F07A11.5,0.9
B0281.5a,B0001.7b,0.705
B0281.5a,Y108G3AL.1.2,0.517
B0285.10,F08C6.2a,0.9
B0285.10,W09B12.1.2,0.65
B0285.10,Y37E3.11b,0.65
B0285.10,B0285.9,0.9
B0285.10,T01B11.2a.1,0.9
B0285.10,B0285.8,0.9
B0285.10,C52B9.1a,0.9
B0285.10,T05H10.7a,0.9
B0285.10,Y48B6A.7,0.65
B0285.10,ZC416.8b,0.9
B0285.10,C28D4.2a,0.9
B0285.10,Y44E3A.2,0.65
B0285.10,C39D10.3a,0.65
B0285.10,F22F7.5,0.9
B0285.1b,K06A4.3,0.9
B0285.1b,B0546.3a,0.9
B0285.1b,B0218.3,0.9
B0285.1b,R02E12.2a,0.9
B0285.1b,F25G6.8,0.9
B0285.1b,Y41C4A.10,0.9
B0285.1b,K02D7.1b,0.9
B0285.1b,T05D4.1.1,0.9
B0285.1b,F59B2.5a,0.9
B0285.1b,T10H4.12,0.9
B0285.1b,C36B1.3,0.9
B0285.1b,R05F9.6,0.9
B0285.1b,F43C1.2b,0.9
B0285.1b,Y71H10A.1a,0.9
B0285.1b,Y43F4B.5a,0.9
B0285.1b,F25H2.5.1,0.9
B0285.1b,H22K11.2,0.9
B0285.1b,Y65B4A.2.2,0.9
B0285.1b,Y77E11A.11a.1,0.9
B0285.1b,F42G8.3a,0.9
B0285.1b,C06A1.5,0.9
B0285.1b,C46H11.3,0.9
B0285.1b,T28A11.11,0.9
B0285.1b,R03D7.4,0.9
B0285.1b,F25H2.9.1,0.9
B0285.1b,F28B3.8,0.9
B0285.1b,B0546.4a,0.9
B0285.1b,K08E4.1,0.9
B0285.1b,F44B9.3a,0.9
B0285.1b,Y55B1AL.2,0.9
B0285.1b,Y39G10AL.3.1,0.9
B0285.1b,Y56A3A.3.2,0.9
B0285.1b,T16H12.4.1,0.9
B0285.1b,Y116A8C.34a.1,0.9
B0285.1b,T25E12.5,0.9
B0285.1b,Y66D12A.15,0.9
B0285.1b,Y39A3CL.5a,0.9
B0285.1b,C41C4.8.2,0.9
B0285.1b,F25H5.4a.1,0.9
B0285.1b,H25P06.2b,0.9
B0285.1b,Y49F6B.1,0.9
B0285.1b,Y105E8B.9,0.9
B0285.1b,F54F7.10,0.9
B0285.1b,F43E2.2,0.9
B0285.1b,C25B8.3a,0.9
B0285.1b,H27A22.1b,0.9
B0285.1b,F43D2.1,0.9
B0285.1b,Y50D7A.10,0.9
B0285.1b,F26F4.11,0.9
B0285.1b,C34F11.3c,0.9
B0285.1b,ZK1128.4,0.9
B0285.1b,R107.7.2,0.9
B0285.1b,F55A3.3,0.9
B0285.1b,F01F1.12a.1,0.9
B0285.1b,R02D3.3a,0.9
B0285.1b,F59B8.2b,0.9
B0285.1b,K05C4.6b,0.9
B0285.1b,F27E5.1,0.9
B0285.1b,W07B8.4,0.9
B0285.1b,Y39B6A.36,0.9
B0285.1b,Y82E9BR.15,0.9
B0285.1b,F47D12.4a.1,0.9
B0285.1b,Y102A5A.1,0.9
B0285.1b,Y45F10B.10a,0.9
B0285.1b,C52E4.1,0.9
B0285.1b,C02F5.9,0.9
B0285.1b,Y50D7A.11,0.9
B0285.1b,Y87G2A.8b,0.9
B0285.1b,Y55F3AR.3a,0.9
B0285.1b,T01G9.6b.1,0.9
B0285.1b,F56H1.4,0.9
B0285.1b,R11H6.5,0.9
B0285.1b,ZC477.9a,0.9
B0285.1b,F10G7.8.1,0.9
B0285.1b,C42C1.11a,0.9
B0285.1b,ZK593.1a,0.9
B0285.1b,R11E3.8a.1,0.9
B0285.1b,W07B8.5,0.9
B0285.1b,Y54E10A.9c.1,0.9
B0285.1b,M7.5,0.9
B0285.1b,F23B2.13,0.9
B0285.1b,M01B12.3,0.9
B0285.1b,D1054.2.2,0.9
B0285.1b,ZC416.6a,0.9
B0285.1b,Y73F8A.24c,0.9
B0285.1b,Y54E10BR.6,0.9
B0285.1b,W01G7.3.2,0.9
B0285.1b,C49H3.8,0.9
B0285.1b,H27M09.2,0.9
B0285.1b,F36F2.6,0.9
B0285.1b,K07D4.3,0.9
B0285.1b,F25H5.3e,0.9
B0285.1b,Y53C12A.4.1,0.9
B0285.1b,T19B10.3,0.9
B0285.1b,Y47D3A.4,0.9
